Index,Day,Month,Year,Type,Registration,Operator,Fatalities,Location,Country,Category
18680,16,JUL,1998,DC-9-41,LV-YOA,Dinar Líneas Aéreas,0,Buenos Aires-Jor...,Argentina,A2
18681,16,JUL,1998,Rockwell Sabreliner 60,LV-WPO,Alas del Sur,3,near Córdoba-Pajas B...,Argentina,A1
18682,17,JUL,1998,Ilyushin Il-78,UR-UCI,Ukrainian Cargo Airways - op.for Air Sofia,10,near Asmara Internati...,Eritrea,A1
18683,18,JUL,1998,Rockwell Sabreliner 75,N547JL,Executive Aircraft Corporation,2,near Florence -  KS,USA,A1
18684,19,JUL,1998,Boeing 737-2J8C,ST-AFL,Sudan Airways,0,Khartoum-Civil A...,Sudan,A1
18685,23,JUL,1998,Shorts SC.7 Skyvan 3-100,XC-UTQ,Mexican AF,4,Pico de Orizaba,Mexico,A1
18686,23,JUL,1998,Antonov An-12,RA-11886,Norilsk Air Enterprise,0,Pushkin,Russia,A1
18687,23,JUL,1998,DHC-6 Twin Otter 200,C-GFYN,Adlair,0,near Pelly Bay -  NU,Canada,A2
18688,24,JUL,1998,Cessna 500 Citation I,C-FSKC,Skyward Aviation,0,Rawlins Airport - ...,USA,A1
18689,25,JUL,1998,Beech 1900D,,Avior,0,Saravena,Colombia,H2
18690,26,JUL,1998,Fairchild FH-227B,N564LE,Legion Express,0,Keflavík Intern...,Iceland,A1
18691,27,JUL,1998,Consolidated PBY-5A Catalina,VP-BPS,Plane Sailing,2,Southampton,U.K.,A1
18692,28,JUL,1998,Fairchild SA227-AC Metro III,EC-FXD,Swiftair,2,Barcelona Airpor...,Spain,A1
18693,29,JUL,1998,Embraer EMB-110P1 Bandeirante,PT-LGN,Selva Taxi Aéreo,12,near Manaus -  AM,Brazil,A1
18694,30,JUL,1998,HAL/Dornier 228-201,VT-EJW,Alliance Air,6+ 3,Cochin Airport (...,India,A1
18695,30,JUL,1998,Beech 1900D,F-GSJM,Proteus Air,14,Baie de Quiberon,France,A1
18696,31,JUL,1998,Douglas DC-3C,N305SF,Majestic Air Cargo,0,Anchorage Intern...,USA,A2
18697,2,AUG,1998,Antonov An-32,,Taliban Air Force,5,near Kunduz Airport (...,Afghanistan,A1
18698,2,AUG,1998,Boeing 727,,Blue Airlines,0,Goma,D.R. Congo,H2
18699,4,AUG,1998,Boeing 707,,Congo Air Cargo,0,Kitona,D.R. Congo,H2
18700,4,AUG,1998,Boeing 707-300,,Air Atlantic Cargo - op.for Lignes Aeriennes Congolaises,0,Kitona,D.R. Congo,H2
18701,5,AUG,1998,Boeing 747-4B5,HL7496,Korean Air,0,Seoul-Kimpo Inte...,South Korea,A1
18702,6,AUG,1998,BAe BAe-748-310 Srs. 2A LFD,C-GTAD,Wasaya Airways,0,Kasabonika Airpo...,Canada,A1
18703,9,AUG,1998,Tupolev Tu-154,,East Line,0,Moskva-Domodedov...,Russia,H2
18704,11,AUG,1998,Antonov An-12,D2-FAZ,Alada,1,Saurimo Airport ...,Angola,A1
18705,14,AUG,1998,Antonov An-2R,RA-40681,Polyarnye Avialinii,0,near Deputatskiy,Unknown country,A1
18706,14,AUG,1998,Boeing 737-490,N799AS,Alaska Airlines,0,Juneau Internati...,USA,A2
18707,14,AUG,1998,Yakovlev Yak-40,EX-87529,Kyrgyzstan Airlines,0,Jalal-Abad Airport,Kyrgyzstan,A1
18708,19,AUG,1998,DHC-6 Twin Otter 100,935,Chilean AF,0,Antofagasta-Cerr...,Chile,A1
18709,19,AUG,1998,Antonov An-2,RA-06196,Aeroklub Togliatti,0,near Lunocharski,Russia,A1
18710,19,AUG,1998,Antonov An-12BP,UR-11528,Motor Sich,0,Batam-Hang Nadim...,Indonesia,A1
18711,19,AUG,1998,Beech 1900D,N251GL,United Express - opb Great Lakes Airlines,0,near Denver Internati...,USA,A2
18712,21,AUG,1998,DHC-6 Twin Otter 300,9N-ACC,Nepalese CAA - op.for Lumbini Airways,18,near Ghorepani,Nepal,A1
18713,24,AUG,1998,AMI DC-3-65TP,ZS-NKK,Airworld - op.for Speed Service Couriers,1,Pretoria-Wonderb...,South Africa,A1
18714,24,AUG,1998,Fokker F-27 Friendship 600,XY-AEN,Myanma Airways,36,near Tachilek Airport...,Myanmar,A1
18715,24,AUG,1998,Antonov An-32B,HK-4007X,SADELCA Colombia,0,Leticia-Alfredo ...,Colombia,A1
18716,24,AUG,1998,Antonov An-26,RA-26568,Yenisei Meridian,0,Noril'sk Airport...,Russia,A1
18717,26,AUG,1998,Antonov An-12BP,EW-11368,Techaviaservice,13,near Luanda,Angola,A1
18718,28,AUG,1998,Dassault Falcon 20C,N126R,Reliant Airlines,0,El Paso Internat...,USA,A1
18719,29,AUG,1998,Tupolev Tu-154M,CU-T1264,Cubana,70+ 10,Quito-Mariscal S...,Ecuador,A1
18720,29,AUG,1998,Airbus A340-211,OO-SCW,Sabena,0,Brussel-Zaventem...,Belgium,A2
18721,31,AUG,1998,Boeing 727-228F,N722DH,DHL Airways,0,New York-John F....,USA,A1
18722,2,SEP,1998,MD-11,HB-IWF,Swissair,229,near Peggy's Cove -  NS,Canada,A1
18723,2,SEP,1998,Antonov An-26B,RA-26028,Permskiye motory - op.for Prestavia,24,near Malanje Airport ...,Angola,C1
18724,2,SEP,1998,DC-9-31,N927VJ,US Airways,0,Philadelphia Int...,USA,A2
18725,5,SEP,1998,Boeing 707-138B,N138SR,Jaffe Group,0,Port Harcourt Ai...,Nigeria,O1
18726,5,SEP,1998,Yakovlev Yak-40K,RA-87956,Kotlas Avia Enterprise - op.for GEASA,0,Malabo Airport (...,Eq. Guinea,A2
18727,6,SEP,1998,Beech B200 Super King Air,N769WT,West Ward Cattle,0,George West-Live...,USA,A1
18728,10,SEP,1998,Lockheed C-130B Hercules,23491,Pakistan AF,0,Islamabad-Chakla...,Pakistan,O1
18729,10,SEP,1998,Lockheed C-130B Hercules,24143,Pakistan AF,5,Islamabad-Chakla...,Pakistan,A1
18730,10,SEP,1998,MD-11,B-2173,China Eastern,0,Shanghai-Hongqia...,China,A2
18731,11,SEP,1998,Boeing 767-34AF,N316UP,UPS,0,Houston-Ellingto...,USA,A2
18732,11,SEP,1998,Beech 1900C,N1563C,Alaska Central Express,0,Saint Mary's Air...,USA,A2
18733,14,SEP,1998,Antonov An-32B,4K-66759,Avia Trend,0,Lokichoggio Airp...,Kenya,A1
18734,14,SEP,1998,Airbus A310-203,TC-JCL,THY,0,Trabzon Airport ...,Turkey,H2
18735,16,SEP,1998,Boeing 737-524,N20643,Continental Air Lines,0,Guadalajara-Migu...,Mexico,A1
18736,16,SEP,1998,IAI Arava 201,,Mexican AF,0,within Chiapas state,Mexico,A1
18737,18,SEP,1998,GAF Nomad N.22S Searchmaster L,N6305U,U.S. Customs,1,near Mona Island,Puerto Rico,A1
18738,18,SEP,1998,Cessna C-98 Caravan I (208A),2705,Brazilian AF,0,Equador -  Loreto ...,Peru,A1
18739,18,SEP,1998,GAF Nomad N.22S Searchmaster L,N6302W,U.S. Customs,0,near Puerto Rico,Puerto Rico,A2
18740,22,SEP,1998,Lockheed C-121C Super Constellation,HI-548CT,Aerochago Airlines,0,Santo Domingo,Dominican Rep.,O1
18741,22,SEP,1998,Curtiss C-46D,HI-503CT,AMSA,0,Santo Domingo,Dominican Rep.,O1
18742,24,SEP,1998,Convair CV-240-13,N91237,Trans Florida Airlines,0,near San Juan-Luis Mu...,Puerto Rico,A1
18743,25,SEP,1998,BAe-146-100,EC-GEO,Paukn Air,38,near Melilla Airport ...,Morocco,A1
18744,25,SEP,1998,BN-2A-3 Islander,5Y-ANV,TanaMana Aviation,4,Rwenzori mountains,Uganda,A1
18745,26,SEP,1998,Beech 200 Super King Air,PK-TRA,Indonesia Air Transport - IAT,0,Surabaya-Juanda ...,Indonesia,U1
18746,26,SEP,1998,Grumman HU-16C Albatross,N7025J,private,0,Sedona Airport -  ...,USA,A2
18747,26,SEP,1998,Cessna 560 Citation Ultra,VP-CKM,Gamston Aviation,0,Fairoaks Airport,U.K.,A2
18748,28,SEP,1998,DHC-6 Twin Otter 300,D4-CAX,TACV,1,Praia-Francisco ...,Cape Verde,A1
18749,28,SEP,1998,Cessna 551 Citation II/SP,N59GB,Ram Air Sales and Leasing,0,Pueblo Memorial ...,USA,A2
18750,29,SEP,1998,Antonov An-24RV,EW-46465,Gomelavia - op.for LionAir,55,near Mannar,Sri Lanka,C1
18751,2,OCT,1998,Douglas DC-3C,YV-611C,Servivensa,1,near Canaima Airport ...,Venezuela,A1
18752,5,OCT,1998,Boeing 747SP-44,ZS-SPF,South African Airways - op.for LAM,0,Maputo Internati...,Mozambique,A1
18753,7,OCT,1998,Boeing 727-224,N66734,Continental Air Lines,0,Miami Internatio...,USA,A1
18754,10,OCT,1998,Boeing 727-30,9Q-CSG,Lignes Aeriennes Congolaises,41,near Kindu Airport (KND),D.R. Congo,C1
18755,14,OCT,1998,Shorts SC.7 Skyvan 3-100,YV-O-MTC-8,Venezuela Ministry of Transport,0,Caracas-Simon Bo...,Venezuela,O1
18756,14,OCT,1998,Shorts SC.7 Skyvan 3-100,YV-O-MTC-3,Venezuela Ministry of Transport,0,Caracas-Simon Bo...,Venezuela,O1
18757,17,OCT,1998,Beech 99,N299GL,Alpine Aviation,0,Missoula-Johnson...,USA,A1
18758,17,OCT,1998,Shorts SC.7 Skyvan 3M-400,OE-FDF,Pink Aviation Services,0,Zell am Zee,Austria,A1
18759,19,OCT,1998,BN-2B-21 Islander,BDF-01,Belize AF,,near Indian Church,Belize,A1
18760,20,OCT,1998,Beech B200 King Air,N50PM,Mallen Industries,0,near Rio Rancho -  NM,USA,A2
18761,21,OCT,1998,Embraer EMB-120RT Brasilia,PT-WKH,Capital Táxi Aéreo,3+ 1,near Fortaleza-Pinto ...,Brazil,A1
18762,21,OCT,1998,Yakovlev Yak-40,EK-88272,Ararat Avia,0+ 4,Yerevan Airport ...,Armenia,A1
18763,24,OCT,1998,Antonov An-12A,TL-ACJ,Centrafrican Airlines,3,near Lubutu,D.R. Congo,A1
18764,25,OCT,1998,ATR 42-312,N143DD,American Eagle Airlines - opb Executive Airlines,0,San Juan-Luis Mu...,Puerto Rico,A1
18765,27,OCT,1998,Learjet 45,N454LJ,Lear Jet,0,Wallops Island -  VA,USA,A1
18766,28,OCT,1998,Boeing 737,,Air China,0,Taipei-Chiang Ka...,Taiwan,H2
18767,29,OCT,1998,Boeing 737-4Y0,TC-JDF,THY,1,Diyarbakir Airpo...,Turkey,H2
18768,1,NOV,1998,Douglas C-47A (DC-3),N3FY,Living Water Teaching Ministries,11,near Quetzaltenango,Guatemala,A1
18769,1,NOV,1998,Boeing 737-2P6,EI-CJW,AirTran Airways,0,Atlanta-William ...,USA,A1
18770,6,NOV,1998,Beech 200 Super King Air,5Y-JKB,AD Aviation Aircharters,3,near Nairobi,Kenya,A1
18771,6,NOV,1998,Beech RC-12K Huron,85-0151,US Army,2,near Sommerhausen,Germany,A1
18772,11,NOV,1998,Antonov An-12B,RA-12955,Viluy,13,near Krasnoyarsk Airp...,Russia,A1
18773,11,NOV,1998,Ilyushin Il-62M,RA-86564,Aeroflot,0,Anchorage Intern...,USA,O1
18774,11,NOV,1998,MD-11,N801DE,Delta Air Lines,0,Portland Interna...,USA,A2
18775,14,NOV,1998,Boeing 707-355C,5N-VRG,IAT Cargo,0,Oostende Airport...,Belgium,A1
18776,20,NOV,1998,Learjet 24D,MTX-02,Mexican Navy,0,Mexico City-Juar...,Mexico,A1
18777,23,NOV,1998,Cessna 208B Super Cargomaster,N9352B,Regency Express Air,2,near Victoria Interna...,Canada,A1
18778,23,NOV,1998,Swearingen SA226-TC Metro II,LV-WDV,Kaikén Líneas Aéreas,0,Río Gallegos In...,Argentina,A1
18779,23,NOV,1998,Ilyushin Il-18Gr,3D-SBZ,Air Cess,0,Kalemie Airport ...,D.R. Congo,C1
18780,25,NOV,1998,Cessna 208 Caravan I,5N-PAN,Pan African Airlines,0,Warri,Nigeria,A1
18781,27,NOV,1998,Lockheed L-1329-25 JetStar II,N787WB,Banair,0,Austin-Robert Mu...,USA,A1
18782,28,NOV,1998,DHC-7-102,VP-CDY,DNK Leasing,2,Ashburton,U.K.,A1
18783,2,DEC,1998,Cessna 501 Citation I/SP,N501EZ,Yates Aviation�,1,near Mena Intermounta...,USA,A1
18784,3,DEC,1998,BAe BAe-748-335 Srs. 2A SCD,C-FBNW,Bradley Air Services,0,Iqaluit Airport - ...,Canada,A1
18785,5,DEC,1998,Beech 300 Super King Air 350,TC-DHA,Dogus Air,2,Istanbul-Atatür...,Turkey,A1
18786,7,DEC,1998,BN-2A-26 Islander,C-FCVK,Air Satellite,7,Baie Comeau Airp...,Canada,A1
18787,11,DEC,1998,Airbus A310-204,HS-TIA,Thai Airways International,101,near Surat Thani Airp...,Thailand,A1
18788,14,DEC,1998,Antonov An-12BP,UR-11319,Khors Air,10,near Kuito,Angola,C1
18789,17,DEC,1998,Antonov An-12BP,S9-CAT,Zanex,1,Saurimo Airport ...,Angola,A1
18790,17,DEC,1998,Beech 200 Super King Air,F-GHLD,Nouvelle Air Affaires Gabon,2,near Libreville Airpo...,Gabon,A1
18791,18,DEC,1998,CASA C-212 Aviocar 200,N502FS,FS Air Service,0,Nixon Fork Mine ...,USA,A2
18792,22,DEC,1998,Antonov An-32B,HK-3930X,SELVA Colombia,5,near Rionegro/Medell�...,Colombia,A1
18793,26,DEC,1998,Lockheed L-100-30 Hercules,S9-CAO,UN - opb Transafrik,14,Vila Nova,Angola,C1
18794,27,DEC,1998,Antonov An-12,TN-AFJ,ACA-Ancargo Air,4,near Cafunfo,Angola,A1
18795,28,DEC,1998,Embraer EMB-145ER (ERJ-145ER),PT-SPE,Rio Sul,0,Curitiba-Afonso ...,Brazil,A1
18796,,,1998,Ilyushin Il-86,RA-86080,Aeroflot,0,Moskva-Sheremety...,Russia,A1
18797,,,1998,IAI Arava 201,,Mexican AF,,,Mexico,A1
18798,,,1998,Antonov An-2R,YU-BLB,Aeroklub Zrenjanin,,Zrenjanin,Serbia,O1
18799,,,1998,Antonov An-2R,YU-BLC,Aeroklub Zrenjanin,,Pancevo,Serbia,A1
18800,,,1998,Yakovlev Yak-40K,UR-87592,United Energy Systems,0,Roma-Ciampino Ai...,Italy,A1
18801,,,1998,Basler Turbo 67 (DC-3T),555,Guatemala AF,,Flores-Santa Ele...,Guatemala,U1
18802,,,1998,Antonov An-32B,RA-48014,Trans Charter - op.for Filair,0,Kinshasa-N'Djili...,D.R. Congo,A1
18803,,,1998,Lockheed KC-130F Hercules,149807,USMC,0,unknown,Unknown country,A1
18804,1,JAN,1999,Boeing 737-298C,9Q-CNK,Lignes Aeriennes Congolaises,0,Kilimanjaro Airp...,Tanzania,A1
18805,2,JAN,1999,Lockheed L-100-30 Hercules,D2-EHD,Transafrik - opf UN,9,near Huambo,Angola,C1
18806,4,JAN,1999,Beech 1900C-1,C-FGOI,Regionnair,0,Saint-Augustin R...,Canada,A1
18807,11,JAN,1999,HAL-748,H-2175,Defence Research,8,near Arakkonam Naval ...,India,A1
18808,11,JAN,1999,CASA C-212 Aviocar 200,802,Zimbabwe AF,5,near Kinshasa,D.R. Congo,A1
18809,12,JAN,1999,Fokker F-27 Friendship 600,G-CHNL,Channel Express,2,Guernsey Airport...,U.K.,A1
18810,13,JAN,1999,Douglas DC-3C,C-GWUG,Kelowna Flightcraft,2,Mayne Island -  BC,Canada,A1
18811,13,JAN,1999,Swearingen SA226-AT Merlin IV,I-NARC,Besit Servizi Aerei,0,Olbia-Costa Smer...,Italy,A1
18812,13,JAN,1999,Boeing KC-135E,59-1452,Air National Guard,4,Geilenkirchen Ai...,Germany,A1
18813,14,JAN,1999,Swearingen SA226-AT Merlin IVC,I-NARB,Besit Servizi Aerei,0,Olbia-Costa Smer...,Italy,A1
18814,14,JAN,1999,Beech 300 Super King Air,N780BF,USA Healthcare-Leasing,2,Cullman -  AL,USA,A1
18815,16,JAN,1999,BN-2A-26 Islander,VH-XFF,Uzu Air,3,near Coconut Island A...,Australia,A1
18816,18,JAN,1999,Cessna 208A Caravan I,9N-ADA,Necon Air,5,Jumla Airport (JUM),Nepal,A1
18817,20,JAN,1999,Antonov An-12B,S9-CAN,Unknown,0,Lukapa Airport (...,Angola,A1
18818,21,JAN,1999,Antonov An-26,152,Nicaraguan AF,28,near Bluefields Airpo...,Nicaragua,A1
18819,22,JAN,1999,Cessna 650 Citation VII,N782QS,Executive Jet Aviation,0,Columbus-Port Co...,USA,A2
18820,22,JAN,1999,Beech 1900D,N215CJ,Colgan Air,0,Hyannis-Barnstab...,USA,A2
18821,25,JAN,1999,BN-2A Islander,HP-987XI,ANSA,,San Blas Airport...,Panama,A1
18822,28,JAN,1999,DC-9-82 (MD-82),I-DAVN,Alitalia,0,Catania-Fontanar...,Italy,A1
18823,28,JAN,1999,Learjet 35,N130F,US Check,0,Chicago-Midway A...,USA,A2
18824,31,JAN,1999,Boeing 727-2D6,7T-VEH,Air Algérie,0,Constantine-Ain ...,Algeria,A1
18825,2,FEB,1999,Antonov An-12,EY-ASS,Santa Cruz Imperial - op.for Savanair (Angola),11+ 13,near Luanda-4 de Feve...,Angola,A1
18826,2,FEB,1999,BN-2A-9 Islander,PT-KNM,Nortema Táxi Aéreo,0,Porto Velho-Aero...,Brazil,A1
18827,3,FEB,1999,BN-2A-26 Islander,P2-ALH,Airlink,11,near Kimbe,P.N. Guinea,A1
18828,4,FEB,1999,Antonov An-26,EL-ANZ,Santa Cruz Imperial - op.for Air-Angol,0,Luzamba Airport ...,Angola,A1
18829,7,FEB,1999,Boeing 707-328C,9G-ROX,Avistar,0,Bratislava-Ivank...,Slovakia,A1
18830,8,FEB,1999,Lockheed L-188A Electra,9Q-CDI,Air Karibu,7,Kinshasa,D.R. Congo,A1
18831,8,FEB,1999,DC-9-32,MM62013,Italian AF,0,Moskva-Vnukovo A...,Russia,O1
18832,8,FEB,1999,DHC-8-311Q Dash 8,B-15237,Uni Air,0,Kinmen-Shang-Yi ...,Taiwan,H2
18833,8,FEB,1999,Beech 1900D,N148SK,Skyway Airlines,0,near Milwaukee -  WI,USA,A2
18834,11,FEB,1999,Beech 1900C-1,N31240,ACE Air Cargo,0,near Saint Mary's -  AK,USA,A1
18835,12,FEB,1999,Beech C99,N205RA,Ameriflight,1,near Bishop Airport -  ...,USA,A1
18836,12,FEB,1999,Airbus A320-211,F-GJVG,Air France,0,Grenouillet,France,A2
18837,14,FEB,1999,Hawker Siddeley HS-780 Andover CC.2,9L-LBG,748 Air Services,0,Foxtrot Airstrip,South Sudan,A1
18838,16,FEB,1999,Grumman G-1159 Gulfstream II SP,N711TE,Trans-Exec Air Service,0,Los Angeles-Van ...,USA,A2
18839,18,FEB,1999,Mitsubishi Mu-300 Diamond IA,N110DS,Delta Star,0,Columbus Airport...,USA,A2
18840,19,FEB,1999,Beech 1900D,D-CBSF,Avanti Air,0,Frankfurt Intern...,Germany,A2
18841,22,FEB,1999,Boeing 757-232,N682DA,Delta Air Lines,0,Cincinnati/North...,USA,A2
18842,24,FEB,1999,Tupolev Tu-154M,B-2622,China Southwest,61,Rui'an,China,A1
18843,24,FEB,1999,MD-88,LV-VBY,Aerolineas Argentinas,0,Buenos Aires-Jor...,Argentina,O1
18844,25,FEB,1999,Dornier 328-110,D-CPRR,Minerva Airlines - op.for Alitalia,4,Genoa-Cristoforo...,Italy,A1
18845,27,FEB,1999,Beech B100 King Air,C-GBTS,Crown Charter Services,0,Muskoka Airport - ...,Canada,A1
18846,1,MAR,1999,Lockheed L-188AF Electra,N285F,Renown Aviation - op.for Channel Express,0,Shannon Airport ...,Ireland,A1
18847,2,MAR,1999,Airbus A320,,Air France,0,Paris-Charles de...,France,H2
18848,4,MAR,1999,Boeing 737-228,F-GBYA,Air France,0,Biarritz Parme A...,France,A1
18849,4,MAR,1999,Douglas DC-9-15F,N195US,USA Jet Airlines,0,Kansas City Inte...,USA,A2
18850,5,MAR,1999,Boeing 747-2B3F (SCD),F-GPAN,Air France,0,Chennai Airport ...,India,A1
18851,5,MAR,1999,Swearingen SA226-TC Metro II,N151SA,Superior Aviation,0,Denver Internati...,USA,A2
18852,5,MAR,1999,Swearingen SA226-TC Metro II,N328BA,Superior Aviation,0,Denver Internati...,USA,A2
18853,7,MAR,1999,Antonov An-32,K2673,Indian AF,18+ 3,near Delhi-Indira Gan...,India,A1
18854,12,MAR,1999,Boeing 737-377,VH-CZL,Ansett Australia,0,Melbourne-Tullam...,Australia,A2
18855,15,MAR,1999,DC-9-83 (MD-83),HL7570,Korean Air,0,Pohang Airport (...,South Korea,A1
18856,16,MAR,1999,ATR 42-320,PT-MFI,Pantanal,0,Mucuri Airport -  ...,Brazil,A1
18857,18,MAR,1999,Douglas DC-3C,HK-337,ALIANSA Colombia,8,near Tame,Colombia,A1
18858,19,MAR,1999,DHC-6 Twin Otter 300,C-FWLQ,Provincial Airlines,1,near Davis Inlet Airp...,Canada,A1
18859,20,MAR,1999,Yakovlev Yak-40,RA-87587,Cheboksary Aviation Enterprise - op.for GEASA,0,Bata Airport (BSG),Eq. Guinea,A2
18860,24,MAR,1999,Airbus A300C4-620,A6-PFD,UAE Government,0,Rhodes-Diagoras ...,Greece,A1
18861,30,MAR,1999,Learjet 35A,N508GP,Piedmont Hawthorne,0,Rogers -  AR,USA,A2
18862,30,MAR,1999,Embraer EMB-110P1 Bandeirante,PT-LNW,META,0,Tapauá Airport -  AM,Brazil,A2
18863,30,MAR,1999,Fokker F-28 Fellowship 4000,P2-AND,Air Niugini,0,Goroka Airport (...,P.N. Guinea,A2
18864,30,MAR,1999,Cessna 550 Citation II,VP-CTJ,Flight Consultancy Services Ltd,0,Newquay-St Mawga...,U.K.,A2
18865,5,APR,1999,DHC-6 Twin Otter 200,N838MA,Carib-Air Cargo,0,Palm Beach-Palm ...,USA,A1
18866,7,APR,1999,Boeing 737-4Q8,TC-JEP,THY,6,near Ceyhan,Turkey,A1
18867,7,APR,1999,Learjet 24D,PT-LEM,Manacá Táxi Aéreo,5,Ribeirão Preto-...,Brazil,A1
18868,7,APR,1999,Boeing KC-135R,57-1418,USAF,0,Oklahoma City-Ti...,USA,O1
18869,8,APR,1999,DHC-6 Twin Otter 300,HK-2760,Aerotaca,5,near Málaga Airport,Colombia,A1
18870,12,APR,1999,Fokker 50,PH-MXT,Avianca,0,Simiti,Colombia,H2
18871,12,APR,1999,Saab 340B,N347BE,Business Express,0,Boston-Logan Int...,USA,A2
18872,14,APR,1999,Beech A100 King Air,PT-LZA,Jet Sul Táxi Aéreo,0,near Irati -  PR,Brazil,A1
18873,15,APR,1999,MD-11F,HL7373,Korean Air,3+ 5,near Shanghai-Hongqia...,China,A1
18874,17,APR,1999,Raytheon Beechjet 400A,N400VG,Pacific Aeromotive,0,Beckley Airport - ...,USA,A1
18875,22,APR,1999,Let L-410UVP,YV-956C,Hélica,0,near Clécy,France,A1
18876,22,APR,1999,Boeing 727-23,ZS-IJE,Million Air Charter - op.for Zimbabwe Express Airlines,0,Johannesburg,South Africa,A1
18877,23,APR,1999,DHC-6 Twin Otter 200,N719AS,Samoa Aviation,0,Fituita Airport ...,American Samoa,A2
18878,27,APR,1999,DHC-3 Otter,N3125N,40-Mile Air,0,near Healy -  AK,USA,A2
18879,1,MAY,1999,DHC-5D Buffalo,207,Kenyan AF,0+ 1,Mandera Airport ...,Kenya,A1
18880,1,MAY,1999,DHC-3 Otter,C-FASV,Points North Air Services,0,Waterfound Lake -  SK,Canada,A1
18881,6,MAY,1999,Canadair Challenger 601-3R,N347BA,Boeing,0,Long Beach Airpo...,USA,A2
18882,8,MAY,1999,DHC-6 Twin Otter 300,YJ-RV9,Vanair,7,near Port Vila,Vanuatu,A1
18883,8,MAY,1999,Saab 340B,N232AE,American Eagle Airlines,0,New York-John F....,USA,A2
18884,10,MAY,1999,Boeing 737-247,B-12001,Mexican AF,0,Loma Bonita Air ...,Mexico,A1
18885,12,MAY,1999,Antonov An-26,D2-FBN,Volga Atlantic Airlines - op.for Avita,0,near Luzamba,Angola,C1
18886,14,MAY,1999,Beech B100 King Air,N924RM,Private,0,Hickory Airport - ...,USA,A2
18887,16,MAY,1999,Antonov An-2R,SP-WLI,ZUA,0,Naser Abad,Iran,A1
18888,17,MAY,1999,Boeing 737-2A6,CC-CYR,LADECO,0,Santiago-Arturo ...,Chile,O1
18889,17,MAY,1999,Curtiss C-46F,CP-1319,CAMBA,0,El Paraiso Ranch,Bolivia,A2
18890,17,MAY,1999,Beech 99A,N133BA,Bemidji Airlines,0,Bemidji Airport - ...,USA,A2
18891,19,MAY,1999,Yakovlev Yak-40,TL-ACO,Centrafrican Airlines,0,Berbérati Airpo...,C.A.R.,A1
18892,22,MAY,1999,Antonov An-2T,70301,Serbian Air Force,0,Leskovac,Serbia,C1
18893,22,MAY,1999,Antonov An-2T,70374,Serbian Air Force,0,Leskovac,Serbia,C1
18894,22,MAY,1999,Antonov An-2T,70375,Serbian Air Force,0,Leskovac,Serbia,C1
18895,24,MAY,1999,DHC-4A Caribou,M21-05,Royal Malaysian AF,5,Kuching Airport ...,Malaysia,A1
18896,29,MAY,1999,Let L-410UVP-E,5Y-LET,Malindi Air Services,2,Ol Kiombo,Kenya,A1
18897,,MAY,1999,Antonov An-28,3C-KKY,Unknown,1,,Kenya,A1
18898,1,JUN,1999,DC-9-82 (MD-82),N215AA,American Airlines,11,Little Rock Nati...,USA,A1
18899,3,JUN,1999,Antonov An-32,,Sudan AF,50,near Khartoum,Sudan,A1
18900,9,JUN,1999,Boeing 737-3Y0,B-2525,China Southern,0,Zhanjiang Airpor...,China,A1
18901,9,JUN,1999,BN-2A-21 Islander,RP-C471,Pacific Airways,1,near Coron Airport (XCN),Philippines,A1
18902,11,JUN,1999,Lockheed Hercules C.1 (C-130K),XV298,RAF,0,Kukes,Albania,A1
18903,12,JUN,1999,Boeing 737,,Xiamen Airlines,0,,China,H2
18904,14,JUN,1999,Beech A100 King Air,C-GASW,Thunder Airlines,0,Thunder Bay Airp...,Canada,A1
18905,17,JUN,1999,Embraer EMB-110P2 Bandeirante,P2-ALX,Airlink,17,near Goroka,P.N. Guinea,A1
18906,19,JUN,1999,Harbin Yunshuji Y-11,B-3886,Xinjiang General Aviation,,within Xinjiang Province,China,A1
18907,22,JUN,1999,CASA C-212 Aviocar 100,F-GOBP,Boogie Performance,2,near Agen-La Garenne ...,France,A1
18908,22,JUN,1999,Antonov An-2T,LY-ASA,private,0,Porthcurno Airstrip,U.K.,A1
18909,25,JUN,1999,DHC-3 Otter,C-FIFP,Blue Water Aviation Services,1,Long Haul Lake -  MB,Canada,A2
18910,30,JUN,1999,Beech 99,D-IBEX,Nightexpress,2,Seraing,Belgium,A1
18911,30,JUN,1999,BN-2T Islander AL.1,ZG994,British Army,0,Middle Wallop Ar...,U.K.,A1
18912,,JUN,1999,Tupolev Tu-154M,RA-85795,Unknown,0,Chengdu Airport ...,China,A2
18913,1,JUL,1999,Antonov An-12B,TN-AFR,Savanair (Angola),1,Luzamba,Angola,C1
18914,1,JUL,1999,Learjet 60,N219FX,Bombardier Business Jet Solutions,0,Hyannis-Barnstab...,USA,A2
18915,2,JUL,1999,Fokker F-27 Friendship 600,XY-AEO,Myanma Airways,8,near Sittwe-Civil Air...,Myanmar,A1
18916,4,JUL,1999,Douglas DC-6A,HK-1776,LANC Colombia,4,Villavicencio-La...,Colombia,A1
18917,7,JUL,1999,Boeing 727-243F,VT-LCI,Hinduja - opf,5,near Kathmandu-Tribhu...,Nepal,A1
18918,9,JUL,1999,Hawker Siddeley HS-125-1A-522,XA-TAL,Aero Jet Express,4,Toluca Airport (...,Mexico,A1
18919,15,JUL,1999,Airbus A300B4-605R,N80057,American Airlines,0,New York-John F....,USA,A2
